m0,IC without masks,IC with masks,GRBT fatalities,Optimal fatalities,NRA fatalities
0.1,0.0,-0.0833465120392024,0.00188059702754767,0.001878751600402275,0.0019034477433098784
0.11794871794871795,0.0,-0.09830548976975073,0.0017525470357262955,0.00175076970305674,0.0017825913830999114
0.13589743589743591,2.1094237467877974e-15,-0.11326431438885631,0.0016319086419304186,0.0016297552717289734,0.001669556870846092
0.15384615384615385,3.885780586188048e-16,-0.12822300289601896,0.0015184340179641668,0.0015156453024875109,0.0015639234224688403
0.1717948717948718,-1.1102230246251565e-16,-0.1431815718077578,0.0014118700677786564,0.0014078148188952188,0.0014652823746488708
0.18974358974358976,-1.6653345369377348e-16,-0.1581400371577376,0.0013119596015813693,0.0013065715416973676,0.0013732380418813935
0.2076923076923077,1.1102230246251565e-16,-0.17309841449686847,0.00121844247917683,0.0012132775875475475,0.0012874084077499324
0.2256410256410257,-1.6653345369377348e-15,-0.1880567188934088,0.0011310567155404614,0.0011245568605598064,0.0012074256609358935
0.2435897435897436,1.1102230246251565e-16,-0.2030149649330507,0.0010495395424411737,0.0010449766799003396,0.001132936587188248
0.26153846153846155,0.0,-0.2179731667190251,0.0009736284207766646,0.0009661732344232107,0.0010636028289185053
0.2794871794871795,1.1102230246251565e-16,-0.2329313378721699,0.0009030619991490236,0.0008943756120686275,0.0009991010242880556
0.2974358974358975,0.0,-0.24788949153101603,0.00083758101506878,0.0008293759810673258,0.0009391228376474561
0.3153846153846154,2.220446049250313e-16,-0.26284764035185737,0.0007769291360164993,0.0007676276918492852,0.0008833748930013422
0.33333333333333337,2.220446049250313e-16,-0.27780579650882253,0.0007208537383984263,0.0007105581704986628,0.0008315786218384367
0.35128205128205137,1.1102230246251565e-16,-0.29276397169393475,0.0006691066231944535,0.0006594545600370822,0.0007834700362121935
0.3692307692307693,1.1102230246251565e-16,-0.30772217711717165,0.0006214446678034992,0.0006111116445548478,0.0007387994374111565
0.3871794871794873,-1.1102230246251565e-16,-0.3226804235065204,0.0005776304142360309,0.0005668532577195787,0.0006973310699432039
0.4051282051282051,0.021713380228040036,-0.31882974450821044,0.0005367399731996676,0.000527069835665968,0.0006588427298964924
0.4230769230769231,0.10017530898828086,-0.2665192287023992,0.0004976761210521693,0.0004900512909288774,0.0006231253360509635
0.4410256410256411,0.18367615846190954,-0.21084924072155786,0.00046203397013032957,0.000456395347797125,0.0005899824714139653
0.458974358974359,0.2727174291718313,-0.15148542894944228,0.00042962066898564436,0.0004260769852737851,0.000559229902155495
0.476923076923077,0.36786945504620405,-0.0880475503713527,0.00040024551961355013,0.0003983495649921284,0.0005306950802337072
0.4948717948717949,0.4697836327036222,-0.020101317280004194,0.0003737204037382213,0.00037332753693881677,0.0005042166353385511
0.5128205128205129,0.44999397155094933,-0.024968022507214194,0.0003604365920076256,0.00036030838989381737,0.00047964386114731836
0.5307692307692308,0.3840580009284804,-0.05793297863692959,0.00035189396474384464,0.0003516530675973103,0.00045683620028544894
0.5487179487179488,0.3224365147042427,-0.08874043262494902,0.0003435619645044813,0.00034322371361533434,0.00043566273182248577
0.5666666666666668,0.2647196511061578,-0.11759528412847642,0.00033543864954844544,0.0003349120556534176,0.00041600166460864036
0.5846153846153846,0.21054790072944862,-0.14467725122345176,0.0003275220788288013,0.00032693354708912705,0.0003977398392729331
0.6025641025641026,0.15960461129332293,-0.1701446168073939,0.0003198103122482832,0.00031908114826895395,0.00038077224125937335
0.6205128205128205,0.11160979433982687,-0.1941373236852788,0.00031230141091286636,0.00031154135920838654,0.0003650015268724817
0.6384615384615385,0.06631497804591246,-0.2167795461327331,0.0003049934373833619,0.00030421321210727717,0.0003503375639363867
0.6564102564102564,0.023498906435393208,-0.23818183762277045,0.00029788445592498857,0.000297022038998571,0.00033669698834117256
0.6743589743589744,-0.011638083814257794,-0.17443296698681432,0.0003103368668793475,0.00029011498068579186,0.0003240027774541905
0.6923076923076924,-0.03856364339588558,-0.19238348543615258,0.0003007382505450044,0.00028335082906731104,0.000312183841110568
0.7102564102564103,-0.06548926987252734,-0.21033407078050503,0.0002916488050225064,0.00027685313826042885,0.00030117463066398216
0.7282051282051283,-0.09241496604723975,-0.22828472582292791,0.00028304283824001424,0.0002705532213443769,0.00029091476637364215
0.7461538461538462,-0.119340734434078,-0.24623545307747685,0.00027489592159600225,0.00026440349365822896,0.00028134868322413667
0.7641025641025642,-0.14626657725809622,-0.264186254769206,0.00026718485522313635,0.00025849596075379187,0.00027242529511915564
0.7820512820512822,-0.1731924964553453,-0.2821371328341655,0.0002598876326582436,0.0002527422733252333,0.0002640976772559965
0.8,-0.2001184936728686,-0.3000880889193993,0.00025298340499198567,0.00024721588225363035,0.0002563227663732244
